Nr. ; Anrede  ;  Titel  ;  Vorname  ;  Nachname  ;  Geburtsdatum  ;  Straße  ;  PLZ  ;  Stadt  ;  Telefon  ;  Mobil  ;  Telefax  ;  EMail ;  Newsletter
236 ; Herr ; Dr. ; Ali ; Nichols ; 13.3.1967 ; Langeworth 181 ; 67744 ; Kappeln ; 06382 / 73802230 ; 0166 / 4615363 ; 06382 / 73405766 ; a.nichols@mail.xyz ; ja
237 ; Herr ; Dr. ; Harald ; Schweigert ; 18.9.1923 ; Hölkenbusch 3 ; 54636 ; Heilenbach ; 06561 / 25084607 ; 0173 / 4358243 ; 06561 / 78604267 ; h.schweigert@mail.xyz ; ja
238 ; Herr ; Dr. ; Roman ; Gabler ; 8.11.1982 ; Baumberger Str. 144 ; 42283 ; Wuppertal ; 0202 / 59948281 ; 0167 / 2483237 ; 0202 / 82416351 ; r.gabler@mail.xyz ; ja
239 ; Herr ; Dr. ; Ernst ; Brandes ; 17.1.1976 ; Innsbruckweg 69 ; 93474 ; Arrach ; 09943 / 19464327 ; 0151 / 8966949 ; 09943 / 96897684 ; e.brandes@mail.xyz ; ja
240 ; Herr ; Dr. ; Muhammed ; Hille ; 27.5.1924 ; Klinkkampweg 181 ; 51519 ; Odenthal ; 02202 / 19515887 ; 0164 / 4501278 ; 02202 / 98831936 ; muhammed.hille@mail.xyz ; ja
241 ; Frau ; Dr. ; Isabella ; Rainer ; 8.6.1987 ; Altenhofer Weg 153 ; 06849 ; Dessau ; 0340 / 19684019 ; 0176 / 6184570 ; 0340 / 57976659 ; isabella.rainer@mail.xyz ; ja
242 ; Frau ; Prof. ; Diana ; Rios ; 18.6.1970 ; Im Sonnentau 90 ; 21385 ; Amelinghausen ; 04132 / 83220192 ; 0151 / 7583284 ; 04132 / 86797670 ; d.rios@mail.xyz ; ja
243 ; Frau ; Prof. ; Sylvia ; Sander ; 24.11.1968 ; Vorgebirgstr. 72a ; 67158 ; Ellerstadt ; 06237 / 20827880 ; 0158 / 9862657 ; 06237 / 27809238 ; s.sander@mail.xyz ; ja
244 ; Frau ; Dr. ; Hannah ; Hilmer ; 21.8.1951 ; Kleiner Griechenmarkt 200 ; 24351 ; Thumby ; 04352 / 8832981 ; 0170 / 9806473 ; 04352 / 85978764 ; hannah.hilmer@mail.xyz ; ja
245 ; Frau ; Dr. ; Swenja ; Bernhardt ; 15.3.1937 ; Catharina-Müller-Str. 65 ; 45721 ; Haltern am See ; 02364 / 86959854 ; 0156 / 7837915 ; 02364 / 9012471 ; swenja.bernhardt@mail.xyz ; ja
246 ; Frau ; Dr. ; Katharina ; Schauer ; 26.8.1934 ; Kleiner Griechenmarkt 56 ; 59823 ; Arnsberg ; 02931 / 59744728 ; 0165 / 5496653 ; 02931 / 85417256 ; katharina.schauer@mail.xyz ; ja
247 ; Frau ; Prof. ; Josephine ; Blank ; 8.3.1973 ; Vorgebirgstr. 92 ; 56479 ; Homberg ; 02664 / 53023019 ; 0154 / 5012549 ; 02664 / 37075122 ; j.blank@mail.xyz ; ja
248 ; Herr ; Dr. ; Simon ; Künzel ; 2.10.1984 ; Osthuesheide 63 ; 97076 ; Würzburg ; 0931 / 59577013 ; 0172 / 8323730 ; 0931 / 76845901 ; simon.kuenzel@mail.xyz ; ja
249 ; Frau ; Dr. ; Lieselotte ; Schauer ; 23.4.1953 ; Dauvemühle 49 ; 25923 ; Lexgaard ; 04663 / 91547411 ; 0164 / 4831148 ; 04663 / 14979133 ; lieselotte.schauer@mail.xyz ; ja
250 ; Herr ; Prof. ; Kristian ; Rentschler ; 14.4.1964 ; Weserstr. 145 ; 03172 ; Grabko ; 03561 / 55154701 ; 0169 / 1357021 ; 03561 / 74506004 ; kristian.rentschler@mail.xyz ; ja
251 ; Frau ; Dr. ; Ute ; Grossmann ; 22.1.1941 ; Mariendorfer Str. 80 ; 74736 ; Hardheim ; 06283 / 46061339 ; 0151 / 1508205 ; 06283 / 55907857 ; u.grossmann@mail.xyz ; ja
252 ; Frau ; Dr. ; Stina ; Weinmann ; 13.9.1998 ; Mersmannsstiege 48 ; 85469 ; Walpertskirchen ; 08122 / 68458923 ; 0176 / 6146758 ; 08122 / 34360170 ; s.weinmann@mail.xyz ; ja
253 ; Herr ; Dr. ; Manfred ; Bartelt ; 13.2.1933 ; Raesfeldstr. 5 ; 26340 ; Zetel ; 04453 / 35331580 ; 0170 / 6948885 ; 04453 / 89706917 ; m.bartelt@mail.xyz ; ja
254 ; Frau ; Prof. ; Eva ; Stevenson ; 24.10.1983 ; Heinrichstr. 183 ; 24850 ; Hüsby ; 04634 / 40295670 ; 0179 / 4225920 ; 04634 / 51563118 ; eva.stevenson@mail.xyz ; ja
255 ; Herr ; Dr. ; Leif ; Gassner ; 6.11.1931 ; Werseblick 60 ; 54595 ; Watzerath ; 06551 / 28224496 ; 0168 / 4464027 ; 06551 / 84371347 ; leif.gassner@mail.xyz ; ja
256 ; Herr ; Dr. ; Keno ; Jacoby ; 10.12.1973 ; Heroldstr. 18 ; 56377 ; Misselberg ; 02604 / 36072494 ; 0174 / 5370322 ; 02604 / 79652574 ; k.jacoby@mail.xyz ; ja
257 ; Frau ; Dr. ; Pauline ; Gerdes ; 17.6.1973 ; Neißestr. 18 ; 29413 ; Mehmke ; 03902 / 85915085 ; 0154 / 9989541 ; 03902 / 17745846 ; pauline.gerdes@mail.xyz ; ja
258 ; Frau ; Dr. ; Margot ; Steffen ; 12.3.1993 ; Oberschlesier Str. 194 ; 02906 ; Niesky ; 03588 / 38158189 ; 0179 / 2804544 ; 03588 / 41534633 ; margot.steffen@mail.xyz ; ja
259 ; Herr ; Prof. ; Konstantin ; Layer ; 2.5.1934 ; Möserweg 68 ; 23919 ; Berkenthin ; 04544 / 74364700 ; 0154 / 4891457 ; 04544 / 50825892 ; k.layer@mail.xyz ; ja
260 ; Herr ; Dr. ; Rainer ; Schmit ; 2.12.1930 ; Telgenweg 52 ; 54597 ; Lierfeld ; 06550 / 27053436 ; 0160 / 3636193 ; 06550 / 43898312 ; rainer.schmit@mail.xyz ; ja
261 ; Herr ; Dr. ; Marc ; Feldmann ; 22.7.1995 ; Breul 194 ; 94065 ; Waldkirchen ; 08581 / 6750263 ; 0154 / 9665495 ; 08581 / 61857610 ; m.feldmann@mail.xyz ; ja
262 ; Frau ; Dr. ; Erna ; Münstermann ; 27.4.1921 ; Sternstr. 19 ; 73101 ; Aichelberg ; 07164 / 69306051 ; 0178 / 1591873 ; 07164 / 9007891 ; erna.muenstermann@mail.xyz ; ja
263 ; Frau ; Dr. ; Heidi ; Heyn ; 20.8.1983 ; Kanalstr. 11a ; 01127 ; Dresden ; 0351 / 92456301 ; 0159 / 3869926 ; 0351 / 45514266 ; heidi.heyn@mail.xyz ; ja
264 ; Herr ; Dr. ; Niclas ; Marsh ; 14.6.1967 ; Holunderweg 101 ; 25836 ; Poppenbüll ; 04862 / 73615355 ; 0170 / 1428293 ; 04862 / 87358234 ; n.marsh@mail.xyz ; ja
265 ; Herr ; Prof. ; Jeremie ; Traub ; 5.10.1936 ; Elsa-Brändström-Weg 98 ; 97724 ; Burglauer ; 09733 / 84348852 ; 0150 / 3414840 ; 09733 / 42690877 ; j.traub@mail.xyz ; ja
266 ; Frau ; Prof. ; Gertrud ; Kain ; 27.1.1963 ; Angelmodder Weg 102 ; 66620 ; Nonnweiler ; 06873 / 40902693 ; 0155 / 1787595 ; 06873 / 47164903 ; g.kain@mail.xyz ; ja
267 ; Herr ; Dr. ; Volker ; Selzer ; 22.12.1951 ; Gildenstr. 103 ; 09468 ; Tannenberg ; 03733 / 1175620 ; 0159 / 4046888 ; 03733 / 35659160 ; volker.selzer@mail.xyz ; ja
268 ; Herr ; Prof. ; Heinz ; Brennecke ; 18.4.1972 ; Florentine-Eichler-Str. 67 ; 57627 ; Hachenburg ; 02662 / 17777661 ; 0176 / 7668577 ; 02662 / 25116372 ; h.brennecke@mail.xyz ; ja
269 ; Herr ; Prof. ; Arthur ; Fox ; 17.11.1925 ; Rohrkampstr. 44 ; 09131 ; Chemnitz ; 0371 / 25636966 ; 0177 / 4623599 ; 0371 / 45979346 ; arthur.fox@mail.xyz ; ja
270 ; Frau ; Dr. ; Ina ; Markert ; 17.6.1980 ; Max-Winkelmann-Str. 115 ; 86488 ; Breitenthal ; 08282 / 12524224 ; 0175 / 8818848 ; 08282 / 62381123 ; ina.markert@mail.xyz ; ja
271 ; Frau ; Dr. ; Jamie ; Körber ; 9.10.1988 ; Kappenberger Damm 75 ; 78187 ; Geisingen ; 07704 / 10575069 ; 0156 / 9107623 ; 07704 / 50701531 ; j.koerber@mail.xyz ; ja
272 ; Frau ; Dr. ; Lya ; Bahr ; 25.1.1960 ; Grevener Str. 177 ; 30559 ; Hannover ; 0511 / 95731468 ; 0164 / 2142239 ; 0511 / 33716959 ; l.bahr@mail.xyz ; ja
273 ; Frau ; Dr. ; Edith ; Katz ; 2.5.1949 ; Weißenburgstr. 31 ; 97252 ; Frickenhausen am Main ; 09331 / 80703643 ; 0150 / 2011270 ; 09331 / 35325153 ; e.katz@mail.xyz ; ja
274 ; Frau ; Dr. ; Marlene ; Eich ; 27.9.1966 ; Straßburger Weg 182 ; 73453 ; Adelmannsfelden ; 07963 / 79753534 ; 0160 / 4248847 ; 07963 / 48663604 ; marlene.eich@mail.xyz ; ja
275 ; Frau ; Dr. ; Amy ; Faulhaber ; 6.3.1937 ; Kriegerweg 135 ; 28209 ; Bremen ; 0421 / 16620631 ; 0165 / 9946130 ; 0421 / 82478818 ; amy.faulhaber@mail.xyz ; ja
276 ; Frau ; Prof. ; Karolina ; Reusch ; 7.9.1926 ; Neißestr. 58 ; 48607 ; Ochtrup ; 02553 / 70839924 ; 0155 / 2832865 ; 02553 / 45202308 ; k.reusch@mail.xyz ; ja
277 ; Herr ; Dr. ; Moritz ; Ingram ; 21.2.1995 ; Birkenweg 119 ; 72221 ; Haiterbach ; 07456 / 95805758 ; 0171 / 6333659 ; 07456 / 28369185 ; m.ingram@mail.xyz ; ja
278 ; Frau ; Prof. ; Leah ; Rösch ; 3.5.1932 ; Josef-Suwelack-Weg 188 ; 30989 ; Gehrden ; 05108 / 90535822 ; 0155 / 4044973 ; 05108 / 57332590 ; l.roesch@mail.xyz ; ja
279 ; Frau ; Dr. ; Karin ; Hackenberg ; 19.3.1936 ; Mersmannsstiege 52 ; 24782 ; Rickert ; 04331 / 63712413 ; 0150 / 5034019 ; 04331 / 6082750 ; karin.hackenberg@mail.xyz ; ja
280 ; Frau ; Dr. ; Anastasia ; Herzberg ; 13.12.1982 ; Offerkämpe 80 ; 21502 ; Worth ; 04104 / 30752688 ; 0179 / 2062761 ; 04104 / 81780705 ; a.herzberg@mail.xyz ; ja
281 ; Frau ; Dr. ; Samira ; Lohr ; 9.6.1925 ; Idenbrockplatz 25 ; 78247 ; Hilzingen ; 07739 / 73482172 ; 0161 / 6393456 ; 07739 / 83434876 ; samira.lohr@mail.xyz ; ja
282 ; Frau ; Dr. ; Barbara ; Felten ; 15.8.1951 ; Im Draum 100 ; 83549 ; Eiselfing ; 08071 / 77585488 ; 0150 / 7497143 ; 08071 / 64623568 ; b.felten@mail.xyz ; ja
283 ; Herr ; Dr. ; Dominic ; Wittmann ; 1.3.1980 ; Am Blütenhain 27 ; 74420 ; Oberrot ; 07977 / 85822797 ; 0154 / 9292415 ; 07977 / 45964002 ; dominic.wittmann@mail.xyz ; ja
284 ; Herr ; Dr. ; Mathis ; Zach ; 5.11.1973 ; Idenbrockplatz 152 ; 54636 ; Wißmannsdorf ; 06561 / 69808054 ; 0156 / 5641055 ; 06561 / 10743865 ; mathis.zach@mail.xyz ; ja
285 ; Herr ; Dr. ; Mirco ; Pena ; 23.3.1969 ; Kirchstr. 77 ; 95502 ; Himmelkron ; 09227 / 25636272 ; 0158 / 8873962 ; 09227 / 8688884 ; m.pena@mail.xyz ; ja
286 ; Herr ; Dr. ; Lorenz ; Seger ; 22.3.1994 ; Agrippastr. 178 ; 08112 ; Wilkau-Haßlau ; 0375 / 35554202 ; 0153 / 1447653 ; 0375 / 35674889 ; lorenz.seger@mail.xyz ; ja
287 ; Frau ; Prof. ; Ruth ; Thornton ; 25.5.1926 ; Bohlweg 58 ; 82393 ; Iffeldorf ; 08856 / 46100281 ; 0166 / 3416673 ; 08856 / 53051356 ; r.thornton@mail.xyz ; ja
288 ; Frau ; Dr. ; Anne ; Eden ; 21.3.1966 ; Steinkamp 111 ; 22967 ; Tremsbüttel ; 04532 / 57897911 ; 0153 / 5305502 ; 04532 / 21088026 ; a.eden@mail.xyz ; ja
289 ; Herr ; Dr. ; Kai ; Henke ; 28.2.1983 ; Hoove 20 ; 84339 ; Unterdietfurt ; 08724 / 83006104 ; 0174 / 6148256 ; 08724 / 48915782 ; kai.henke@mail.xyz ; ja
290 ; Herr ; Prof. ; Johann ; Swanson ; 21.7.1986 ; Piusallee 193 ; 82386 ; Huglfing ; 08802 / 19847159 ; 0158 / 8295995 ; 08802 / 60744691 ; johann.swanson@mail.xyz ; ja
291 ; Frau ; Dr. ; Victoria ; Münch ; 26.12.1984 ; Gildenstr. 154 ; 21775 ; Ihlienworth ; 04755 / 93056112 ; 0169 / 4042330 ; 04755 / 44503231 ; v.muench@mail.xyz ; ja
292 ; Herr ; Prof. ; René ; Collins ; 14.6.1948 ; Bohlweg 177 ; 55606 ; Kirn ; 06752 / 7075366 ; 0164 / 1501122 ; 06752 / 4257596 ; rene.collins@mail.xyz ; ja
293 ; Herr ; Dr. ; Patrick ; Steiner ; 8.7.1961 ; Neißestr. 150 ; 92242 ; Hirschau ; 09622 / 65768413 ; 0171 / 6437516 ; 09622 / 91222885 ; p.steiner@mail.xyz ; ja
294 ; Herr ; Prof. ; Niko ; Schott ; 2.2.1999 ; Holunderweg 82 ; 86415 ; Mering ; 08233 / 64402280 ; 0175 / 1204195 ; 08233 / 77711553 ; n.schott@mail.xyz ; ja
295 ; Herr ; Prof. ; Heinrich ; Wegmann ; 14.5.1994 ; Gildenstr. 151 ; 72135 ; Dettenhausen ; 07157 / 53430594 ; 0157 / 9975541 ; 07157 / 14394231 ; h.wegmann@mail.xyz ; ja
296 ; Herr ; Dr. ; Constantin ; Keidel ; 22.11.1996 ; Hahnenstr. 26 ; 89347 ; Bubesheim ; 08221 / 94700163 ; 0155 / 7680678 ; 08221 / 39673737 ; constantin.keidel@mail.xyz ; ja
297 ; Frau ; Dr. ; Erica ; Reitz ; 28.6.1981 ; Manfred-von-Richthofen-Str. 122 ; 97892 ; Kreuzwertheim ; 09342 / 92902683 ; 0161 / 4818885 ; 09342 / 14750092 ; e.reitz@mail.xyz ; ja
298 ; Herr ; Dr. ; Karl ; Alvarez ; 16.11.1976 ; Flaßkuhl 19 ; 38179 ; Schwülper ; 05303 / 73310440 ; 0153 / 3009419 ; 05303 / 3867896 ; k.alvarez@mail.xyz ; ja
299 ; Frau ; Dr. ; Margarete ; Hackenberg ; 16.1.1929 ; Lammerbach 174 ; 66907 ; Glan-Münchweiler ; 06383 / 79681246 ; 0177 / 6187947 ; 06383 / 46811743 ; margarete.hackenberg@mail.xyz ; ja
300 ; Herr ; Prof. ; Karlo ; Bürger ; 20.4.1992 ; Nienkamp 91 ; 29386 ; Hankensbüttel ; 05832 / 87883258 ; 0164 / 9250953 ; 05832 / 65833797 ; k.buerger@mail.xyz ; ja
301 ; Herr ; Dr. ; Frank ; Amann ; 26.4.1968 ; Friedrichstr. 21 ; 54597 ; Hersdorf ; 06551 / 64512651 ; 0169 / 5619877 ; 06551 / 49265036 ; frank.amann@mail.xyz ; ja
302 ; Herr ; Dr. ; Ruben ; Käser ; 5.10.1930 ; Schmeddingstr. 2 ; 56743 ; Thür ; 02652 / 38621633 ; 0156 / 8910784 ; 02652 / 39441472 ; ruben.kaeser@mail.xyz ; ja
303 ; Herr ; Dr. ; Juri ; Daub ; 11.11.1993 ; Schiffahrter Damm 116 ; 79790 ; Küssaberg ; 07741 / 52880458 ; 0163 / 7420472 ; 07741 / 99543250 ; j.daub@mail.xyz ; ja
304 ; Frau ; Dr. ; Sinah ; Gerke ; 18.8.1930 ; Dammstr. 95a ; 67744 ; Kappeln ; 06382 / 69481847 ; 0166 / 7358821 ; 06382 / 97137829 ; sinah.gerke@mail.xyz ; ja
305 ; Frau ; Dr. ; Frieda ; Dahms ; 1.5.2000 ; Neusser Str. 140 ; 91793 ; Alesheim ; 09146 / 53020013 ; 0159 / 7941912 ; 09146 / 43787805 ; frieda.dahms@mail.xyz ; ja
306 ; Frau ; Prof. ; Maren ; O'Brien ; 17.7.1961 ; Franz-Peter-Kürten-Weg 111 ; 90768 ; Fürth ; 0911 / 46040435 ; 0153 / 6617037 ; 0911 / 30936336 ; m.o'brien@mail.xyz ; ja
307 ; Frau ; Dr. ; Chantall ; Reinhart ; 1.7.1942 ; Dahlweg 179 ; 91220 ; Schnaittach ; 09153 / 78924464 ; 0157 / 8249728 ; 09153 / 15230914 ; c.reinhart@mail.xyz ; ja
308 ; Herr ; Dr. ; Philipp ; Morgenroth ; 20.1.1931 ; Simon-Meister-Str. 160 ; 72362 ; Nusplingen ; 07429 / 20354130 ; 0164 / 6374861 ; 07429 / 26265085 ; philipp.morgenroth@mail.xyz ; ja
309 ; Herr ; Dr. ; Holger ; Schuhmann ; 14.5.1934 ; Max-Winkelmann-Str. 143 ; 88489 ; Wain ; 07353 / 80235817 ; 0176 / 8003884 ; 07353 / 57337286 ; h.schuhmann@mail.xyz ; ja
310 ; Herr ; Prof. ; Volker ; Herzberg ; 10.12.1953 ; Von-der-Tinnen-Str. 191 ; 97640 ; Oberstreu ; 09776 / 40200938 ; 0166 / 3138288 ; 09776 / 71858602 ; v.herzberg@mail.xyz ; ja
311 ; Frau ; Dr. ; Neele ; Jimenez ; 5.1.1961 ; Friesenring 69 ; 23820 ; Pronstorf ; 04553 / 9024912 ; 0173 / 9208123 ; 04553 / 77891859 ; n.jimenez@mail.xyz ; ja
312 ; Frau ; Prof. ; Anette ; Berger ; 27.3.1952 ; Angelmodder Weg 179 ; 55758 ; Hellertshausen ; 06544 / 9637432 ; 0156 / 5912096 ; 06544 / 56683535 ; anette.berger@mail.xyz ; ja
313 ; Frau ; Dr. ; Marah ; Dekan ; 16.2.1957 ; Mariendorfer Str. 155 ; 71543 ; Beilstein ; 07062 / 13360763 ; 0153 / 1168841 ; 07062 / 68455659 ; marah.dekan@mail.xyz ; ja
314 ; Frau ; Dr. ; Sigrid ; Petry ; 3.12.1947 ; Steinkamp 110 ; 78464 ; Konstanz ; 07531 / 14475348 ; 0173 / 2240332 ; 07531 / 48494919 ; s.petry@mail.xyz ; ja
315 ; Frau ; Prof. ; Nina ; Fitzgerald ; 2.12.1949 ; Am Berler Kamp 97 ; 23881 ; Breitenfelde ; 04542 / 21792557 ; 0167 / 8975522 ; 04542 / 85007601 ; nina.fitzgerald@mail.xyz ; ja
316 ; Frau ; Dr. ; Mona ; Schwerdtfeger ; 23.12.1983 ; Dorbaumstr. 135 ; 97906 ; Faulbach ; 09392 / 33418002 ; 0163 / 8144884 ; 09392 / 31614349 ; m.schwerdtfeger@mail.xyz ; ja
317 ; Frau ; Dr. ; Tabea ; Hillen ; 9.7.1939 ; Heroldstr. 79 ; 39638 ; Jeseritz ; 03907 / 59517408 ; 0166 / 7018095 ; 03907 / 98376013 ; tabea.hillen@mail.xyz ; ja
318 ; Herr ; Dr. ; Karl ; Wille ; 10.10.2000 ; Gremmendorfer Weg 90 ; 66894 ; Rosenkopf ; 06332 / 71541377 ; 0154 / 4876677 ; 06332 / 96955274 ; k.wille@mail.xyz ; ja
319 ; Herr ; Dr. ; Marko ; Hummel ; 15.2.1924 ; Stettiner Str. 54 ; 29439 ; Lüchow ; 05841 / 85867336 ; 0163 / 3561993 ; 05841 / 79340906 ; m.hummel@mail.xyz ; ja
320 ; Frau ; Prof. ; Maya ; Wienand ; 12.11.1985 ; Kösliner Str. 134a ; 56821 ; Ellenz-Poltersdorf ; 02673 / 78364617 ; 0177 / 5078226 ; 02673 / 10199556 ; m.wienand@mail.xyz ; ja
321 ; Frau ; Dr. ; Yasmin ; Neubauer ; 4.7.1975 ; Immelmannstr. 167 ; 27729 ; Hambergen ; 04793 / 35001224 ; 0164 / 4871819 ; 04793 / 7441265 ; yasmin.neubauer@mail.xyz ; ja
322 ; Frau ; Dr. ; Edith ; Rasche ; 26.4.1949 ; Nauheimer Str. 52 ; 93191 ; Rettenbach ; 09462 / 32306472 ; 0154 / 3705443 ; 09462 / 32094830 ; e.rasche@mail.xyz ; ja
323 ; Herr ; Dr. ; Lucas ; Höfer ; 8.4.1944 ; Ripenhorst 166 ; 55234 ; Framersheim ; 06731 / 81493872 ; 0151 / 6367788 ; 06731 / 48066044 ; l.hoefer@mail.xyz ; ja
324 ; Herr ; Dr. ; René ; Nötzel ; 11.4.1950 ; Schmeddingstr. 153 ; 78594 ; Gunningen ; 07424 / 4399605 ; 0163 / 3461289 ; 07424 / 25804755 ; rene.noetzel@mail.xyz ; ja
325 ; Frau ; Dr. ; Petra ; Schindler ; 20.3.1953 ; Marderweg 124 ; 24232 ; Dobersdorf ; 04303 / 38700111 ; 0170 / 2742947 ; 04303 / 58393536 ; p.schindler@mail.xyz ; ja
326 ; Frau ; Dr. ; Jana ; Grote ; 22.1.1960 ; Düesbergweg 131 ; 24996 ; Sterup ; 04637 / 52493323 ; 0164 / 2564072 ; 04637 / 72802572 ; j.grote@mail.xyz ; ja
327 ; Herr ; Dr. ; Eric ; Carsten ; 19.8.1934 ; Parkallee 137 ; 83707 ; Bad Wiessee ; 08022 / 40805061 ; 0178 / 7896969 ; 08022 / 546048 ; e.carsten@mail.xyz ; ja
328 ; Herr ; Dr. ; Tim ; Kehl ; 7.10.1935 ; Starweg 76 ; 56291 ; Kisselbach ; 06766 / 52246428 ; 0157 / 8606923 ; 06766 / 8046304 ; tim.kehl@mail.xyz ; ja
329 ; Herr ; Prof. ; Kilian ; Karst ; 5.4.1955 ; Zum Guten Hirten 40 ; 26524 ; Halbemond ; 04931 / 28842406 ; 0172 / 9039488 ; 04931 / 16534269 ; kilian.karst@mail.xyz ; ja
330 ; Herr ; Dr. ; Tom ; Germann ; 28.3.1975 ; Ringelnatzstr. 41 ; 97297 ; Waldbüttelbrunn ; 09306 / 10200992 ; 0179 / 6618355 ; 09306 / 41660973 ; t.germann@mail.xyz ; ja
331 ; Frau ; Dr. ; Jutta ; Naumann ; 24.11.1974 ; Buldernweg 101 ; 99130 ; Dannheim ; 03628 / 82369966 ; 0178 / 4335427 ; 03628 / 80517676 ; j.naumann@mail.xyz ; ja
332 ; Frau ; Dr. ; Annabelle ; Santos ; 26.6.1988 ; Von-Holte-Str. 200 ; 79822 ; Titisee-Neustadt ; 07651 / 82811441 ; 0154 / 5799770 ; 07651 / 28841298 ; annabelle.santos@mail.xyz ; ja
333 ; Herr ; Dr. ; Nicolas ; Swanson ; 23.7.2000 ; Horstmarer Landweg 46 ; 64401 ; Groß-Bieberau ; 06162 / 41928069 ; 0154 / 4254248 ; 06162 / 3218067 ; nicolas.swanson@mail.xyz ; ja
334 ; Herr ; Dr. ; Carsten ; Degenhardt ; 6.7.1930 ; Dahlweg 187 ; 69190 ; Walldorf ; 06227 / 48529544 ; 0165 / 2618990 ; 06227 / 14589816 ; c.degenhardt@mail.xyz ; ja
335 ; Frau ; Prof. ; Marieke ; Heckmann ; 9.1.1936 ; Alte Apotheke 81 ; 54617 ; Sevenig ; 06550 / 781315 ; 0157 / 7800173 ; 06550 / 4501806 ; marieke.heckmann@mail.xyz ; ja
336 ; Frau ; Dr. ; Meike ; Dennis ; 28.9.1979 ; Hölkenbusch 70 ; 56288 ; Alterkülz ; 06746 / 9360390 ; 0150 / 3699413 ; 06746 / 48623047 ; m.dennis@mail.xyz ; ja
337 ; Frau ; Prof. ; Renate ; Sperling ; 6.11.2000 ; Elsa-Brändström-Weg 29 ; 13187 ; Pankow ; 030 / 61978936 ; 0157 / 2065025 ; 030 / 47738324 ; r.sperling@mail.xyz ; ja
338 ; Herr ; Dr. ; Thorsten ; Heinrich ; 12.10.1927 ; Kochwiesenstr. 108 ; 37697 ; Lauenförde ; 05271 / 52857071 ; 0164 / 9415284 ; 05271 / 45000809 ; thorsten.heinrich@mail.xyz ; ja
339 ; Frau ; Prof. ; Silke ; Hof ; 7.11.1971 ; Bünkamp 198 ; 24582 ; Brügge ; 04322 / 33884728 ; 0150 / 9606239 ; 04322 / 36932851 ; s.hof@mail.xyz ; ja
340 ; Frau ; Dr. ; Caja ; Seiler ; 10.9.1938 ; Paul-Engelhard-Weg 63 ; 91096 ; Möhrendorf ; 09131 / 4430493 ; 0151 / 2185152 ; 09131 / 40769019 ; caja.seiler@mail.xyz ; ja
341 ; Herr ; Dr. ; Timon ; Haarmann ; 24.6.1975 ; Rinscheweg 126 ; 56767 ; Mosbruch ; 02692 / 82311330 ; 0179 / 3382224 ; 02692 / 78594098 ; t.haarmann@mail.xyz ; ja
342 ; Herr ; Dr. ; Miguel ; Hampel ; 12.1.2000 ; Hensenstr. 15a ; 87727 ; Babenhausen ; 08333 / 77106388 ; 0155 / 7619132 ; 08333 / 78347390 ; m.hampel@mail.xyz ; ja
343 ; Frau ; Dr. ; Alissa ; Brüggemann ; 11.5.1939 ; Oscar-Wilde-Str. 2 ; 67822 ; Münsterappel ; 06362 / 88079287 ; 0163 / 1274741 ; 06362 / 76017428 ; alissa.brueggemann@mail.xyz ; ja
344 ; Frau ; Dr. ; Lara ; Born ; 2.6.1926 ; Flaßkuhl 93 ; 85625 ; Baiern ; 08093 / 23306846 ; 0179 / 1646973 ; 08093 / 55091080 ; lara.born@mail.xyz ; ja
345 ; Herr ; Dr. ; Janik ; Kugler ; 26.2.1966 ; Hogenbergstr. 120a ; 06112 ; Halle ; 0345 / 18849702 ; 0165 / 8050714 ; 0345 / 75575731 ; janik.kugler@mail.xyz ; ja
346 ; Frau ; Prof. ; Jacqueline ; Wolff ; 27.7.1976 ; Am Brook 137 ; 49453 ; Wetschen ; 05446 / 87437899 ; 0171 / 1111689 ; 05446 / 48797688 ; j.wolff@mail.xyz ; ja
347 ; Frau ; Dr. ; Elisa ; Phelps ; 7.8.1936 ; Ostlandstr. 52 ; 23911 ; Groß Disnack ; 04541 / 5676434 ; 0174 / 2530202 ; 04541 / 57135549 ; elisa.phelps@mail.xyz ; ja
348 ; Herr ; Prof. ; Sam ; Kellner ; 21.11.1951 ; Sophienstr. 163 ; 17166 ; Alt Sührkow ; 03996 / 17137606 ; 0167 / 5033683 ; 03996 / 34448456 ; s.kellner@mail.xyz ; ja
349 ; Herr ; Prof. ; Eric ; Houston ; 2.9.1961 ; Wolbecker Str. 105 ; 57567 ; Daaden ; 02743 / 19555116 ; 0163 / 3793337 ; 02743 / 45597348 ; eric.houston@mail.xyz ; ja
350 ; Herr ; Dr. ; Felix ; Kaden ; 25.4.1950 ; Dahlienweg 193 ; 79263 ; Simonswald ; 07683 / 36115657 ; 0158 / 3495719 ; 07683 / 12024949 ; f.kaden@mail.xyz ; ja
351 ; Frau ; Prof. ; Catrin ; Bohn ; 3.3.1946 ; Am Brook 102 ; 56729 ; Kirchwald ; 02651 / 11591367 ; 0158 / 6555457 ; 02651 / 76477916 ; catrin.bohn@mail.xyz ; ja
352 ; Herr ; Dr. ; Christoph ; Kaiser ; 7.12.1963 ; Fresnostr. 157a ; 79410 ; Badenweiler ; 07632 / 40422924 ; 0172 / 7145355 ; 07632 / 11387037 ; c.kaiser@mail.xyz ; ja
353 ; Herr ; Dr. ; Gabriel ; Bowman ; 5.5.1951 ; Zur Wiese 47 ; 41460 ; Neuss ; 02131 / 92446526 ; 0159 / 3964447 ; 02131 / 94037001 ; gabriel.bowman@mail.xyz ; ja
