Nr. ; Anrede  ;  Titel  ;  Vorname  ;  Nachname  ;  Geburtsdatum  ;  Straße  ;  PLZ  ;  Stadt  ;  Telefon  ;  Mobil  ;  Telefax  ;  EMail ;  Newsletter
235 ; Frau ; Prof. ; Celine ; Stadler ; 4.10.1995 ; Mindener Str. 200 ; 23972 ; Lübow ; 03841 / 5431960 ; 0165 / 9320961 ; 03841 / 11852487 ; celine.stadler@mail.xyz ; ja
236 ; Herr ; Dr. ; Lothar ; Viessmann ; 27.10.2000 ; Hermann-Treff-Weg 119 ; 10719 ; Berlin ; 030 / 52440674 ; 0171 / 5889548 ; 030 / 46107856 ; l.viessmann@mail.xyz ; ja
237 ; Frau ; Dr. ; Luna ; Wurm ; 1.6.1940 ; Südstr. 61a ; 84032 ; Landshut ; 0871 / 62190064 ; 0166 / 1102258 ; 0871 / 65670409 ; l.wurm@mail.xyz ; ja
238 ; Frau ; Dr. ; Judith ; Meissner ; 7.4.1939 ; Rektoratsweg 88 ; 97851 ; Rothenfels ; 09393 / 20842798 ; 0172 / 5171941 ; 09393 / 91858348 ; j.meissner@mail.xyz ; ja
239 ; Herr ; Dr. ; Rafael ; Färber ; 2.6.1942 ; Klinkkampweg 45 ; 54317 ; Riveris ; 0651 / 49859698 ; 0156 / 7058405 ; 0651 / 4701545 ; rafael.faerber@mail.xyz ; ja
240 ; Herr ; Dr. ; Christian ; Opitz ; 21.9.1978 ; Marderweg 81 ; 85276 ; Hettenshausen ; 08441 / 94583779 ; 0165 / 9556555 ; 08441 / 25910821 ; christian.opitz@mail.xyz ; ja
241 ; Frau ; Dr. ; Renate ; Aydin ; 10.9.1978 ; Ostmarkstr. 142 ; 23815 ; Strukdorf ; 04551 / 69159888 ; 0177 / 2341966 ; 04551 / 99909033 ; renate.aydin@mail.xyz ; ja
242 ; Herr ; Dr. ; Sascha ; Seeberger ; 17.11.1996 ; Weseler Str. 22 ; 88097 ; Eriskirch ; 07541 / 22369518 ; 0164 / 6288375 ; 07541 / 88088117 ; sascha.seeberger@mail.xyz ; ja
243 ; Herr ; Dr. ; Stephan ; Freeman ; 1.4.1936 ; Werseblick 52 ; 94256 ; Drachselsried ; 09945 / 70324284 ; 0158 / 2170289 ; 09945 / 96465047 ; s.freeman@mail.xyz ; ja
244 ; Herr ; Dr. ; Benedikt ; Heine ; 19.7.1930 ; Von-der-Tinnen-Str. 20 ; 73108 ; Gammelshausen ; 07164 / 24900851 ; 0177 / 8195570 ; 07164 / 86017724 ; b.heine@mail.xyz ; ja
245 ; Frau ; Dr. ; Dilara ; Dachser ; 8.1.1932 ; Rohrkampstr. 49 ; 83257 ; Gstadt am Chiemsee ; 08054 / 57005213 ; 0164 / 6353222 ; 08054 / 52231617 ; d.dachser@mail.xyz ; ja
246 ; Herr ; Dr. ; Victor ; Pross ; 11.11.1987 ; Agrippastr. 62 ; 65551 ; Limburg an der Lahn ; 06431 / 77133775 ; 0150 / 1434503 ; 06431 / 22812306 ; v.pross@mail.xyz ; ja
247 ; Herr ; Prof. ; Constantin ; Eberhardt ; 21.8.1959 ; Hülsebrockstr. 110 ; 83083 ; Riedering ; 08036 / 18978978 ; 0158 / 7335962 ; 08036 / 31805410 ; constantin.eberhardt@mail.xyz ; ja
248 ; Herr ; Dr. ; Antonio ; Dick ; 3.9.1994 ; Münzstr. 149 ; 55481 ; Womrath ; 06763 / 14196743 ; 0166 / 2381501 ; 06763 / 80855856 ; antonio.dick@mail.xyz ; ja
249 ; Herr ; Dr. ; Kristof ; Klug ; 8.10.1998 ; Schützenstr. 41 ; 37412 ; Herzberg am Harz ; 05521 / 7320604 ; 0168 / 5762174 ; 05521 / 35296278 ; k.klug@mail.xyz ; ja
250 ; Herr ; Dr. ; Erich ; Rapp ; 7.7.1981 ; Jakobusstr. 143 ; 76669 ; Bad Schönborn ; 07253 / 86977071 ; 0174 / 5588606 ; 07253 / 14117227 ; e.rapp@mail.xyz ; ja
251 ; Frau ; Prof. ; Marlies ; Larson ; 15.11.1931 ; Dahlweg 87 ; 26826 ; Weener ; 04951 / 89130279 ; 0179 / 1531882 ; 04951 / 57032711 ; marlies.larson@mail.xyz ; ja
252 ; Herr ; Dr. ; Eric ; Perry ; 3.11.1943 ; Eifelstr. 57 ; 49324 ; Melle ; 05422 / 40960955 ; 0175 / 7820805 ; 05422 / 87841818 ; eric.perry@mail.xyz ; ja
253 ; Frau ; Dr. ; Luisa ; Altmann ; 6.3.1966 ; Werkstattstr. 98 ; 86877 ; Walkertshofen ; 08239 / 4536604 ; 0173 / 8316468 ; 08239 / 26267134 ; l.altmann@mail.xyz ; ja
254 ; Frau ; Dr. ; Sabine ; Röhrig ; 1.8.1983 ; Studtstr. 156 ; 24816 ; Brinjahe ; 04875 / 26739993 ; 0171 / 6621319 ; 04875 / 50268482 ; s.roehrig@mail.xyz ; ja
255 ; Frau ; Dr. ; Paulina ; Jäger ; 23.7.1968 ; Dreilinden 115 ; 86866 ; Mickhausen ; 08204 / 74649021 ; 0161 / 3096758 ; 08204 / 15378377 ; p.jaeger@mail.xyz ; ja
256 ; Herr ; Prof. ; Gert ; Eder ; 21.7.1933 ; Kochwiesenstr. 21 ; 64372 ; Ober-Ramstadt ; 06154 / 45432523 ; 0159 / 1090045 ; 06154 / 43897647 ; g.eder@mail.xyz ; ja
257 ; Herr ; Dr. ; Frank ; Fuchs ; 19.10.1985 ; Dodostr. 82 ; 61137 ; Schöneck ; 06187 / 93842953 ; 0163 / 5422723 ; 06187 / 5647389 ; frank.fuchs@mail.xyz ; ja
258 ; Herr ; Dr. ; Mirko ; King ; 20.12.1944 ; Offenbergstr. 109 ; 52441 ; Rurdorf ; 02462 / 21605823 ; 0156 / 8972450 ; 02462 / 423078 ; mirko.king@mail.xyz ; ja
259 ; Frau ; Dr. ; Mandy ; Späth ; 26.11.1965 ; Janningsweg 158 ; 85462 ; Eitting ; 08122 / 81075720 ; 0150 / 9190265 ; 08122 / 42799 ; m.spaeth@mail.xyz ; ja
260 ; Herr ; Dr. ; Aaron ; Steinberg ; 10.2.1940 ; Paul-Engelhard-Weg 106 ; 25557 ; Oldenbüttel ; 04872 / 57038350 ; 0175 / 6567284 ; 04872 / 53461513 ; a.steinberg@mail.xyz ; ja
261 ; Frau ; Dr. ; Kerstin ; Clarke ; 13.11.1921 ; Soester Str. 104a ; 56299 ; Ochtendung ; 02625 / 35789029 ; 0161 / 7309469 ; 02625 / 98316928 ; kerstin.clarke@mail.xyz ; ja
262 ; Herr ; Dr. ; Mark ; Brendel ; 5.5.1925 ; Mariendorfer Str. 9 ; 73431 ; Aalen ; 07361 / 97245150 ; 0152 / 6900347 ; 07361 / 64344245 ; mark.brendel@mail.xyz ; ja
263 ; Herr ; Dr. ; Dominic ; Schaumann ; 13.7.1938 ; Weißenburgstr. 34 ; 93090 ; Bach an der Donau ; 09403 / 77331691 ; 0174 / 2892693 ; 09403 / 56494789 ; dominic.schaumann@mail.xyz ; ja
264 ; Frau ; Prof. ; Waltraut ; Hoffman ; 19.11.1982 ; Mecklenbecker Str. 51 ; 01705 ; Freital ; 0351 / 63620980 ; 0176 / 6437673 ; 0351 / 82779825 ; w.hoffman@mail.xyz ; ja
265 ; Herr ; Dr. ; Nils ; Hirschmann ; 22.6.1996 ; Ripenhorst 46 ; 76872 ; Hergersweiler ; 06343 / 3324869 ; 0176 / 7051866 ; 06343 / 15669112 ; n.hirschmann@mail.xyz ; ja
266 ; Frau ; Dr. ; Luna ; Thompson ; 3.3.1927 ; Von-Holte-Str. 73 ; 01277 ; Dresden ; 0351 / 39679850 ; 0162 / 8176867 ; 0351 / 57379592 ; luna.thompson@mail.xyz ; ja
267 ; Frau ; Dr. ; Tanja ; Münch ; 23.2.1920 ; Kurze Str. 58 ; 80337 ; München ; 089 / 2457269 ; 0165 / 9902715 ; 089 / 11188235 ; tanja.muench@mail.xyz ; ja
268 ; Herr ; Prof. ; Melvin ; Mendez ; 12.11.1981 ; Hogenbergstr. 6 ; 54649 ; Mauel ; 06550 / 60724903 ; 0155 / 5207863 ; 06550 / 26024669 ; melvin.mendez@mail.xyz ; ja
269 ; Frau ; Prof. ; Helga ; Zuschuss ; 25.3.1985 ; Eulenbergstr. 27 ; 49685 ; Bühren ; 04447 / 9353546 ; 0166 / 6501185 ; 04447 / 37667857 ; h.zuschuss@mail.xyz ; ja
270 ; Herr ; Dr. ; Harald ; Back ; 14.2.1945 ; Schützenstr. 176 ; 63834 ; Sulzbach am Main ; 06028 / 32098091 ; 0166 / 2647120 ; 06028 / 89870408 ; h.back@mail.xyz ; ja
271 ; Frau ; Dr. ; Christa ; Schweizer ; 2.8.1997 ; Heinrichstr. 155 ; 23564 ; Lübeck ; 0451 / 28636825 ; 0153 / 1841881 ; 0451 / 736843 ; christa.schweizer@mail.xyz ; ja
272 ; Frau ; Dr. ; Laura ; Carpenter ; 19.1.1926 ; Angelstr. 82 ; 25860 ; Olderup ; 04846 / 51231368 ; 0175 / 4321566 ; 04846 / 88247911 ; laura.carpenter@mail.xyz ; ja
273 ; Frau ; Dr. ; Heidi ; Maass ; 5.9.1958 ; Mindener Str. 150 ; 46397 ; Bocholt ; 02871 / 21483311 ; 0151 / 4316218 ; 02871 / 51840596 ; h.maass@mail.xyz ; ja
274 ; Herr ; Dr. ; Can ; Fowler ; 13.3.1961 ; Paul-Engelhard-Weg 26 ; 06618 ; Naumburg ; 03445 / 12004040 ; 0154 / 1861574 ; 03445 / 63957740 ; c.fowler@mail.xyz ; ja
275 ; Herr ; Dr. ; Luis ; Siekmann ; 16.11.1937 ; Teutonenstr. 89 ; 54552 ; Dockweiler ; 06595 / 67418504 ; 0177 / 9742974 ; 06595 / 23057004 ; l.siekmann@mail.xyz ; ja
276 ; Frau ; Dr. ; Ingrid ; Hey ; 1.12.1945 ; Gustav-Tweer-Weg 92 ; 24536 ; Tasdorf ; 04394 / 62449177 ; 0152 / 6271347 ; 04394 / 90006389 ; i.hey@mail.xyz ; ja
277 ; Herr ; Dr. ; Linus ; Siegle ; 11.4.1970 ; Magdalenenstr. 72 ; 52511 ; Geilenkirchen ; 02451 / 43245050 ; 0161 / 3101397 ; 02451 / 55565886 ; l.siegle@mail.xyz ; ja
278 ; Herr ; Dr. ; Rasmus ; Hussmann ; 23.11.1929 ; Hirseweg 46 ; 54296 ; Trier ; 0651 / 1001955 ; 0170 / 5388630 ; 0651 / 68761617 ; r.hussmann@mail.xyz ; ja
279 ; Herr ; Dr. ; Volker ; Wirtz ; 27.1.1923 ; Eulenbergstr. 168 ; 40223 ; Düsseldorf ; 0211 / 42131353 ; 0163 / 9963758 ; 0211 / 17938072 ; v.wirtz@mail.xyz ; ja
280 ; Frau ; Dr. ; Alisa ; Nadler ; 22.4.1957 ; Am Pulverschuppen 131 ; 38173 ; Dettum ; 05333 / 5213958 ; 0174 / 5174997 ; 05333 / 75602933 ; a.nadler@mail.xyz ; ja
281 ; Herr ; Prof. ; Jens ; Thompson ; 12.12.1991 ; Deutz-Kalker Str. 7 ; 54552 ; Kradenbach ; 06592 / 53796209 ; 0170 / 7339428 ; 06592 / 59297136 ; j.thompson@mail.xyz ; ja
282 ; Herr ; Prof. ; Swen ; Fleck ; 22.9.1989 ; Skagerrakstr. 68 ; 66299 ; Friedrichsthal ; 06897 / 6905360 ; 0159 / 9303328 ; 06897 / 84200750 ; s.fleck@mail.xyz ; ja
283 ; Frau ; Dr. ; Kim ; Pfister ; 12.2.1958 ; Arnheimweg 82 ; 89420 ; Höchstädt an der Donau ; 09074 / 65775156 ; 0155 / 8795326 ; 09074 / 77580167 ; k.pfister@mail.xyz ; ja
284 ; Herr ; Dr. ; Laurens ; Hamann ; 8.5.1949 ; Erpeler Str. 55 ; 67059 ; Ludwigshafen am Rhein ; 0621 / 11376758 ; 0170 / 6360537 ; 0621 / 20250598 ; laurens.hamann@mail.xyz ; ja
285 ; Frau ; Dr. ; Edith ; Haberland ; 12.9.1975 ; Heisstr. 90 ; 41236 ; Mönchengladbach ; 02161 / 54909538 ; 0165 / 3409986 ; 02161 / 63771895 ; e.haberland@mail.xyz ; ja
286 ; Frau ; Dr. ; Kira ; Mang ; 1.1.1953 ; Hermann-Treff-Weg 70 ; 66909 ; Quirnbach ; 06383 / 14125174 ; 0169 / 1595738 ; 06383 / 60416069 ; k.mang@mail.xyz ; ja
287 ; Frau ; Dr. ; Gudrun ; Perry ; 3.7.1963 ; Telemannstr. 106 ; 68307 ; Mannheim ; 0621 / 36865702 ; 0157 / 2191323 ; 0621 / 93597799 ; gudrun.perry@mail.xyz ; ja
288 ; Herr ; Dr. ; Tomas ; Wecker ; 24.7.1931 ; Studtstr. 129 ; 53819 ; Neunkirchen-Seelscheid ; 02247 / 98426703 ; 0158 / 8116360 ; 02247 / 22016614 ; t.wecker@mail.xyz ; ja
289 ; Herr ; Dr. ; Otto ; Steffens ; 10.10.1940 ; Widdeshover Weg 50 ; 13357 ; Wedding ; 030 / 14329971 ; 0166 / 3487345 ; 030 / 98299072 ; o.steffens@mail.xyz ; ja
290 ; Herr ; Dr. ; Phillip ; Hammer ; 26.5.1931 ; Sternstr. 174 ; 53498 ; Bad Breisig ; 02633 / 20272191 ; 0152 / 8132625 ; 02633 / 91951256 ; phillip.hammer@mail.xyz ; ja
291 ; Herr ; Dr. ; Mohamed ; Homann ; 1.8.1959 ; Am Oedingteich 188 ; 23619 ; Rehhorst ; 04533 / 20778031 ; 0168 / 4756515 ; 04533 / 22006958 ; mohamed.homann@mail.xyz ; ja
292 ; Frau ; Dr. ; Marlis ; Griffith ; 9.5.1982 ; Görlitzer Str. 64 ; 56112 ; Lahnstein ; 02621 / 9756246 ; 0150 / 2588694 ; 02621 / 33790636 ; m.griffith@mail.xyz ; ja
293 ; Frau ; Dr. ; Greta ; Rosenkranz ; 19.9.1934 ; Sanddornweg 4 ; 19065 ; Pinnow ; 03866 / 911627 ; 0151 / 8607095 ; 03866 / 52734758 ; greta.rosenkranz@mail.xyz ; ja
294 ; Herr ; Prof. ; Manuel ; Wiese ; 16.12.1990 ; Am Hörsterfriedhof 31 ; 26892 ; Heede ; 04963 / 79984583 ; 0161 / 1250335 ; 04963 / 84053164 ; m.wiese@mail.xyz ; ja
295 ; Herr ; Dr. ; Filip ; Hack ; 4.6.1985 ; Neusser Str. 180 ; 95189 ; Köditz ; 09281 / 82112690 ; 0178 / 8941897 ; 09281 / 94337510 ; filip.hack@mail.xyz ; ja
296 ; Herr ; Dr. ; Kurt ; Schnitzler ; 19.5.1982 ; Goldregenweg 62 ; 33659 ; Bielefeld ; 0521 / 59939339 ; 0173 / 8470375 ; 0521 / 83067504 ; kurt.schnitzler@mail.xyz ; ja
297 ; Herr ; Dr. ; Niklas ; Schütze ; 6.9.2000 ; Am Nubbenberg 105 ; 48691 ; Vreden ; 02564 / 12729143 ; 0168 / 6703693 ; 02564 / 18494832 ; n.schuetze@mail.xyz ; ja
298 ; Frau ; Dr. ; Karin ; Schwan ; 20.9.1940 ; Münsterstr. 11 ; 69427 ; Mudau ; 06284 / 85712285 ; 0154 / 8606802 ; 06284 / 66941186 ; k.schwan@mail.xyz ; ja
299 ; Herr ; Prof. ; Benedict ; Siebert ; 7.6.1963 ; Nerzweg 103 ; 25469 ; Halstenbek ; 04101 / 75355420 ; 0152 / 8227042 ; 04101 / 27753823 ; b.siebert@mail.xyz ; ja
300 ; Herr ; Dr. ; Reinhard ; Bötcher ; 21.3.1987 ; Kanalstr. 64 ; 33397 ; Rietberg ; 05244 / 98027470 ; 0160 / 7020464 ; 05244 / 54496845 ; reinhard.boetcher@mail.xyz ; ja
301 ; Herr ; Dr. ; Julian ; Schädler ; 15.8.1953 ; Meinertzstr. 120 ; 24306 ; Bösdorf ; 04522 / 43773098 ; 0161 / 7511480 ; 04522 / 33306635 ; julian.schaedler@mail.xyz ; ja
302 ; Herr ; Dr. ; Matthies ; Wulf ; 13.5.1995 ; Cheruskerstr. 39 ; 25335 ; Altenmoor ; 04126 / 52134083 ; 0158 / 7180886 ; 04126 / 22061715 ; m.wulf@mail.xyz ; ja
303 ; Frau ; Dr. ; Karlotta ; Lynchen ; 24.11.1962 ; Wolbecker Str. 6 ; 73734 ; Esslingen am Neckar ; 0711 / 32333272 ; 0153 / 7725588 ; 0711 / 1038279 ; karlotta.lynchen@mail.xyz ; ja
304 ; Frau ; Dr. ; Elfriede ; Kriegel ; 4.9.1987 ; Jakobusstr. 167 ; 50354 ; Hürth ; 02233 / 32970886 ; 0152 / 9192055 ; 02233 / 9986514 ; elfriede.kriegel@mail.xyz ; ja
305 ; Herr ; Dr. ; Ulrich ; Burkhardt ; 25.3.1959 ; Avendruper Str. 161 ; 47198 ; Homberg ; 02066 / 83310941 ; 0171 / 8929819 ; 02066 / 65946200 ; u.burkhardt@mail.xyz ; ja
306 ; Frau ; Dr. ; Maja ; Schwanke ; 4.9.1990 ; Kröver Str. 172 ; 07924 ; Neundorf ; 03663 / 51589436 ; 0167 / 9468537 ; 03663 / 81383730 ; m.schwanke@mail.xyz ; ja
307 ; Herr ; Prof. ; Louis ; Jansen ; 3.5.1955 ; Am Dornbusch 11 ; 25373 ; Ellerhoop ; 04120 / 15848981 ; 0164 / 7152655 ; 04120 / 18669588 ; l.jansen@mail.xyz ; ja
308 ; Frau ; Dr. ; Mia ; Kolb ; 17.4.1975 ; Schmeddingstr. 194 ; 32584 ; Löhne ; 05732 / 60824772 ; 0176 / 9627490 ; 05732 / 49273027 ; m.kolb@mail.xyz ; ja
309 ; Herr ; Dr. ; Fynn ; Cremer ; 9.2.1981 ; Königsberger Str. 191 ; 67678 ; Mehlingen ; 06303 / 25182983 ; 0166 / 7089839 ; 06303 / 6587436 ; fynn.cremer@mail.xyz ; ja
310 ; Herr ; Dr. ; Lothar ; Ortmann ; 12.4.1937 ; Meinertzstr. 136 ; 32756 ; Detmold ; 05231 / 59817975 ; 0157 / 1352634 ; 05231 / 70400315 ; l.ortmann@mail.xyz ; ja
311 ; Frau ; Dr. ; Karolina ; Noll ; 11.10.1936 ; Dachsleite 59a ; 56587 ; Oberhonnefeld-Gierend ; 02634 / 87192322 ; 0160 / 4583224 ; 02634 / 20104278 ; k.noll@mail.xyz ; ja
312 ; Frau ; Dr. ; Helene ; Küppers ; 7.9.1969 ; Speestr. - 20 ; 76476 ; Bischweier ; 07222 / 72159559 ; 0173 / 5422932 ; 07222 / 17752164 ; h.kueppers@mail.xyz ; ja
313 ; Herr ; Dr. ; Damian ; Büscher ; 1.8.1970 ; Augustastr. 88 ; 14059 ; Charlottenburg ; 030 / 49256139 ; 0160 / 3084165 ; 030 / 34006811 ; damian.buescher@mail.xyz ; ja
314 ; Frau ; Prof. ; Emely ; Grün ; 28.11.1977 ; Marktstr. 192a ; 76316 ; Malsch ; 07246 / 26829850 ; 0152 / 8116316 ; 07246 / 58879263 ; e.gruen@mail.xyz ; ja
315 ; Herr ; Dr. ; Nick ; Cain ; 10.7.1929 ; Havichhorster Mühle 2 ; 20257 ; Hamburg ; 040 / 1153922 ; 0172 / 1152238 ; 040 / 60879715 ; n.cain@mail.xyz ; ja
316 ; Herr ; Dr. ; Lennart ; Marks ; 27.10.1957 ; Simon-Meister-Str. 60 ; 99130 ; Marlishausen ; 03628 / 40046022 ; 0163 / 5902314 ; 03628 / 35982381 ; lennart.marks@mail.xyz ; ja
317 ; Herr ; Dr. ; Adrian ; Caspari ; 15.5.1955 ; Wildpfad 61 ; 01189 ; Dresden ; 0351 / 39058093 ; 0153 / 7879775 ; 0351 / 60498320 ; a.caspari@mail.xyz ; ja
318 ; Herr ; Dr. ; Leonard ; Ott ; 14.8.1994 ; Ostmarkstr. 94 ; 14197 ; Wilmersdorf ; 030 / 91797454 ; 0160 / 5707339 ; 030 / 75244494 ; leonard.ott@mail.xyz ; ja
319 ; Frau ; Dr. ; Mia ; Kolb ; 27.11.1945 ; Werseblick 82 ; 72226 ; Simmersfeld ; 07484 / 32712760 ; 0163 / 7173163 ; 07484 / 97734760 ; m.kolb@mail.xyz ; ja
320 ; Herr ; Prof. ; Kian ; Lehmkuhl ; 20.3.1981 ; Erpeler Str. 186 ; 97633 ; Sulzfeld ; 09761 / 73597064 ; 0169 / 7365562 ; 09761 / 21578959 ; kian.lehmkuhl@mail.xyz ; ja
321 ; Herr ; Dr. ; Tomas ; Burkhardt ; 2.10.1921 ; Schubertstr. 152 ; 53539 ; Kirsbach ; 02692 / 29918376 ; 0159 / 3545428 ; 02692 / 54154450 ; t.burkhardt@mail.xyz ; ja
322 ; Frau ; Dr. ; Jessica ; Copeland ; 4.10.1941 ; Arnheimweg 86 ; 57639 ; Rodenbach ; 02684 / 58663541 ; 0169 / 6463125 ; 02684 / 27795064 ; jessica.copeland@mail.xyz ; ja
323 ; Herr ; Dr. ; Mario ; Tewes ; 14.3.1986 ; Dorbaumstr. 61 ; 91809 ; Wellheim ; 08427 / 30219325 ; 0175 / 4319548 ; 08427 / 42986267 ; m.tewes@mail.xyz ; ja
324 ; Frau ; Dr. ; Käthe ; Thompson ; 1.12.1925 ; Idenbrockplatz 118 ; 55469 ; Mutterschied ; 06761 / 99258408 ; 0178 / 6600984 ; 06761 / 24149215 ; k.thompson@mail.xyz ; ja
325 ; Frau ; Dr. ; Lucy ; Sturm ; 14.10.1967 ; Hofstr. 32 ; 56379 ; Horhausen ; 06432 / 59366990 ; 0174 / 4898119 ; 06432 / 9744639 ; l.sturm@mail.xyz ; ja
326 ; Herr ; Dr. ; Bennett ; Hunt ; 23.12.1991 ; Weißenburgstr. 157a ; 69517 ; Gorxheimertal ; 06201 / 34327949 ; 0156 / 4456279 ; 06201 / 74793513 ; b.hunt@mail.xyz ; ja
327 ; Frau ; Dr. ; Catarina ; Merk ; 18.9.1923 ; Max-Winkelmann-Str. 34 ; 21647 ; Moisburg ; 04165 / 65045517 ; 0162 / 6739634 ; 04165 / 89144187 ; catarina.merk@mail.xyz ; ja
328 ; Herr ; Dr. ; Nikolas ; McGee ; 7.7.1985 ; Wolbecker Str. 6 ; 24222 ; Klausdorf ; 0431 / 49621219 ; 0154 / 5420442 ; 0431 / 77097112 ; n.mcgee@mail.xyz ; ja
329 ; Frau ; Dr. ; Lea ; Huff ; 16.1.1948 ; Hölkenbusch 1 ; 53819 ; Neunkirchen-Seelscheid ; 02247 / 30383816 ; 0158 / 5433122 ; 02247 / 43393639 ; l.huff@mail.xyz ; ja
330 ; Frau ; Prof. ; Leonie ; Nehring ; 19.8.1971 ; Piusstr. 6 ; 50354 ; Hürth ; 02233 / 98097303 ; 0177 / 4206593 ; 02233 / 46254407 ; l.nehring@mail.xyz ; ja
331 ; Herr ; Dr. ; Constantin ; Nolte ; 8.8.1957 ; Dorbaumstr. 79 ; 67229 ; Laumersheim ; 06359 / 79229614 ; 0168 / 6549445 ; 06359 / 678322 ; c.nolte@mail.xyz ; ja
332 ; Frau ; Dr. ; Vanessa ; Hieber ; 22.8.1980 ; Horstmarer Landweg 49 ; 14169 ; Dahlem ; 030 / 1461545 ; 0171 / 8661357 ; 030 / 58642150 ; v.hieber@mail.xyz ; ja
333 ; Herr ; Prof. ; Nikolas ; Schober ; 3.7.1996 ; Drachterstr. 159 ; 91126 ; Kammerstein ; 09122 / 64474382 ; 0171 / 5036446 ; 09122 / 63593738 ; n.schober@mail.xyz ; ja
334 ; Frau ; Dr. ; Stina ; Kurz ; 20.2.1956 ; Methweg 62 ; 54614 ; Niederlauch ; 06551 / 8502300 ; 0162 / 8188918 ; 06551 / 3826266 ; s.kurz@mail.xyz ; ja
335 ; Herr ; Dr. ; Berndt ; Walther ; 24.12.1928 ; Agrippastr. 56 ; 91635 ; Windelsbach ; 09867 / 65980598 ; 0150 / 1822605 ; 09867 / 89263802 ; b.walther@mail.xyz ; ja
336 ; Herr ; Dr. ; Gerhardt ; Eckl ; 14.1.1989 ; Klinkkampweg 57 ; 76889 ; Steinfeld ; 06343 / 63713692 ; 0172 / 3296518 ; 06343 / 28798883 ; g.eckl@mail.xyz ; ja
337 ; Herr ; Dr. ; Roman ; Brandner ; 25.12.1930 ; Kempener Str. 14 ; 34393 ; Grebenstein ; 05674 / 56435080 ; 0163 / 8090749 ; 05674 / 28886328 ; roman.brandner@mail.xyz ; ja
338 ; Herr ; Dr. ; Gerhard ; Ramos ; 4.5.1968 ; Dachsleite 126 ; 53501 ; Grafschaft ; 02641 / 37438447 ; 0155 / 7381057 ; 02641 / 31520823 ; g.ramos@mail.xyz ; ja
339 ; Frau ; Dr. ; Layla ; Hauser ; 20.1.1977 ; Dreizehnerstr. 143 ; 67744 ; Schweinschied ; 06753 / 86706205 ; 0164 / 6223014 ; 06753 / 60163928 ; l.hauser@mail.xyz ; ja
340 ; Frau ; Dr. ; Silke ; Hetzel ; 1.5.1941 ; Eulenbergstr. 60 ; 24850 ; Schuby ; 04621 / 44082174 ; 0150 / 7832480 ; 04621 / 36668463 ; s.hetzel@mail.xyz ; ja
341 ; Frau ; Dr. ; Sina ; Schultze ; 9.3.1938 ; Tondernstr. 168 ; 25885 ; Oster-Ohrstedt ; 04847 / 28780178 ; 0174 / 6901835 ; 04847 / 69634984 ; s.schultze@mail.xyz ; ja
342 ; Herr ; Dr. ; Heinz ; Küpper ; 2.12.1941 ; Dortmunder Str. 104 ; 74255 ; Roigheim ; 06298 / 54357357 ; 0178 / 8779166 ; 06298 / 91129232 ; heinz.kuepper@mail.xyz ; ja
343 ; Frau ; Dr. ; Maria ; Jahnke ; 6.11.1948 ; Studtstr. 101 ; 21483 ; Juliusburg ; 04153 / 42891364 ; 0166 / 7549173 ; 04153 / 59117471 ; m.jahnke@mail.xyz ; ja
344 ; Frau ; Dr. ; Anneke ; Hoyer ; 20.12.1981 ; Am Blütenhain 123 ; 38462 ; Grafhorst ; 05364 / 52350829 ; 0171 / 8716989 ; 05364 / 45293948 ; a.hoyer@mail.xyz ; ja
345 ; Herr ; Dr. ; Leander ; Pfeifer ; 12.9.1991 ; Piusstr. 15 ; 88422 ; Kanzach ; 07582 / 15838988 ; 0155 / 1732214 ; 07582 / 12581094 ; leander.pfeifer@mail.xyz ; ja
346 ; Frau ; Dr. ; Lyn ; Hilmer ; 8.11.1998 ; Hillscheider Weg 10 ; 55288 ; Armsheim ; 06732 / 1195766 ; 0175 / 6633244 ; 06732 / 33734224 ; l.hilmer@mail.xyz ; ja
347 ; Herr ; Dr. ; Mohammed ; Deckert ; 18.8.1942 ; Landoisstr. 147 ; 12249 ; Berlin ; 030 / 93117617 ; 0151 / 5232979 ; 030 / 18335333 ; mohammed.deckert@mail.xyz ; ja
348 ; Herr ; Dr. ; Jonas ; Greiner ; 2.7.1974 ; Dorbaumstr. 9 ; 92439 ; Bodenwöhr ; 09434 / 84178134 ; 0167 / 9177016 ; 09434 / 87869994 ; j.greiner@mail.xyz ; ja
349 ; Herr ; Dr. ; Hendrik ; Brutto ; 7.3.1955 ; Osthuesheide 109a ; 53567 ; Asbach ; 02683 / 94651193 ; 0167 / 8382090 ; 02683 / 17172508 ; h.brutto@mail.xyz ; ja
350 ; Herr ; Prof. ; Milan ; Pfeiffer ; 3.11.1923 ; Birkenweg 70 ; 25795 ; Weddingstedt ; 0481 / 8595907 ; 0177 / 6626216 ; 0481 / 49945966 ; milan.pfeiffer@mail.xyz ; ja
351 ; Frau ; Prof. ; Melina ; Ramsey ; 7.4.1931 ; Immelmannstr. 76 ; 14770 ; Brandenburg an der Havel ; 03381 / 55729850 ; 0170 / 2583065 ; 03381 / 42076997 ; m.ramsey@mail.xyz ; ja
352 ; Frau ; Dr. ; Madita ; McLaughlin ; 19.6.1959 ; Sophienstr. 174 ; 73547 ; Lorch ; 07172 / 44010146 ; 0154 / 3074663 ; 07172 / 67500487 ; m.mclaughlin@mail.xyz ; ja
